/* DATA DESCRIPTION:
Citation:	Westerhold, Thomas (2020): S34. Binned and LOESS smoothed Cenozoic deep-sea benthic foraminifer stable carbon and oxygen isotope reference splice. PANGAEA, https://doi.org/10.1594/PANGAEA.917717, 
	In: Westerhold, T (2020): Cenozoic global reference benthic carbon and oxygen isotope dataset (CENOGRID). PANGAEA, https://doi.org/10.1594/PANGAEA.917503
Keyword(s):	Cenozoic Climate; Ocean Drilling
Related to:	Westerhold, Thomas; Marwan, Norbert; Drury, Anna Joy; Liebrand, Diederik; Agnini, Claudia; Anagnostou, Eleni; Barnet, James S K; Bohaty, Steven M; De Vleeschouwer, David; Florindo, Fabio; Frederichs, Thomas; Hodell, David A; Holbourn, Ann E; Kroon, Dick; Lauretano, Vittoria; Littler, Kate; Lourens, Lucas Joost; Lyle, Mitchell W; Pälike, Heiko; Röhl, Ursula; Tian, Jun; Wilkens, Roy H; Wilson, Paul A; Zachos, James C (2020): An astronomically dated record of Earth's climate and its predictability over the last 66 million years. Science, 369, 1383-1387, https://doi.org/10.1126/science.aba6853
Project(s):	Ocean Drilling Program (ODP) (URI: http://www-odp.tamu.edu/)
Parameter(s):	Tuned time [Ma] (Tuned time) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	Foraminifera, benthic [#] (Foram benth) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENbinned_d13Ccount
	Foraminifera, benthic δ13C [‰ PDB] (Foram benth δ13C) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENbinned_d13C
	Foraminifera, benthic δ13C [‰ PDB] (Foram benth δ13C) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENbinned_d13Cinterp
	Foraminifera, benthic [#] (Foram benth) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENbinned_d18Ocount
	Foraminifera, benthic δ18O [‰ PDB] (Foram benth δ18O) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENbinned_d18O
	Foraminifera, benthic δ18O [‰ PDB] (Foram benth δ18O) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENbinned_d18Ointerp
	Foraminifera, benthic δ13C [‰ PDB] (Foram benth δ13C) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENd13cLOESSsmooth
	Foraminifera, benthic δ18O [‰ PDB] (Foram benth δ18O) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENd18oLOESSsmooth
	Comment (Comment) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: error
	Foraminifera, benthic δ13C [‰ PDB] (Foram benth δ13C) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENd13cLOESSsmoothLongTerm
	Foraminifera, benthic δ18O [‰ PDB] (Foram benth δ18O) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENd18oLOESSsmoothLongTerm
	Comment (Comment) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENLOESSsmooth_pts
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Size:	294263 data points
*/
Tuned time [Ma]	Foram benth [#] (ISOBENbinned_d13Ccount)	Foram benth δ13C [‰ PDB] (ISOBENbinned_d13C)	Foram benth δ13C [‰ PDB] (ISOBENbinned_d13Cinterp)	Foram benth [#] (ISOBENbinned_d18Ocount)	Foram benth δ18O [‰ PDB] (ISOBENbinned_d18O)	Foram benth δ18O [‰ PDB] (ISOBENbinned_d18Ointerp)	Foram benth δ13C [‰ PDB] (ISOBENd13cLOESSsmooth)	Foram benth δ18O [‰ PDB] (ISOBENd18oLOESSsmooth)	Comment (error)	Foram benth δ13C [‰ PDB] (ISOBENd13cLOESSsmoothLongTerm)	Foram benth δ18O [‰ PDB] (ISOBENd18oLOESSsmoothLongTerm)	Comment (ISOBENLOESSsmooth_pts)
25.692	0		0.665	0		2.162	0.655	2.159	10pts smooth	0.661351260	2.376056200	500pts smooth
25.694	1	0.680	0.680	1	2.199	2.199	0.681	2.189	10pts smooth	0.661946420	2.376598600	500pts smooth
25.696	1	0.700	0.700	1	2.266	2.266	0.701	2.232	10pts smooth	0.662530060	2.377138400	500pts smooth
25.698	0		0.690	0		2.266	0.688	2.261	10pts smooth	0.663102150	2.377675100	500pts smooth
25.700	0		0.680	0		2.266	0.659	2.294	10pts smooth	0.663662250	2.378208600	500pts smooth
25.702	1	0.670	0.670	1	2.266	2.266	0.608	2.336	10pts smooth	0.664210320	2.378738400	500pts smooth
25.704	1	0.450	0.450	1	2.497	2.497	0.561	2.379	10pts smooth	0.664746050	2.379264400	500pts smooth
25.706	0		0.530	0		2.427	0.554	2.427	10pts smooth	0.665269140	2.379785800	500pts smooth
25.708	1	0.610	0.610	1	2.357	2.357	0.554	2.468	10pts smooth	0.665779470	2.380302700	500pts smooth
25.710	1	0.590	0.590	1	2.560	2.560	0.552	2.486	10pts smooth	0.666276750	2.380814800	500pts smooth
25.712	1	0.530	0.530	1	2.518	2.518	0.547	2.496	10pts smooth	0.666760740	2.381321400	500pts smooth
25.714	1	0.490	0.490	1	2.465	2.465	0.522	2.497	10pts smooth	0.667231260	2.381822600	500pts smooth
25.716	0		0.510	0		2.487	0.500	2.492	10pts smooth	0.667688010	2.382317800	500pts smooth
25.718	1	0.530	0.530	1	2.509	2.509	0.501	2.498	10pts smooth	0.668130820	2.382806800	500pts smooth
25.720	1	0.500	0.500	1	2.447	2.447	0.519	2.496	10pts smooth	0.668559430	2.383289300	500pts smooth
25.722	1	0.490	0.490	1	2.566	2.566	0.563	2.457	10pts smooth	0.668973620	2.383765000	500pts smooth
25.724	1	0.680	0.680	1	2.374	2.374	0.619	2.400	10pts smooth	0.669373150	2.384233200	500pts smooth
25.726	0		0.680	0		2.347	0.656	2.353	10pts smooth	0.669757780	2.384694100	500pts smooth
25.728	1	0.680	0.680	1	2.319	2.319	0.650	2.332	10pts smooth	0.670127270	2.385147100	500pts smooth
25.730	1	0.590	0.590	1	2.256	2.256	0.634	2.325	10pts smooth	0.670481440	2.385592000	500pts smooth
25.732	1	0.610	0.610	1	2.412	2.412	0.639	2.340	10pts smooth	0.670820000	2.386028300	500pts smooth
25.734	0		0.640	0		2.367	0.643	2.350	10pts smooth	0.671142760	2.386455800	500pts smooth
25.736	0		0.670	0		2.323	0.641	2.309	10pts smooth	0.671449480	2.386874000	500pts smooth
25.738	1	0.700	0.700	1	2.278	2.278	0.632	2.270	10pts smooth	0.671739940	2.387282800	500pts smooth
25.740	1	0.500	0.500	1	2.194	2.194	0.604	2.275	10pts smooth	0.672013820	2.387682000	500pts smooth
25.742	1	0.600	0.600	1	2.287	2.287	0.570	2.299	10pts smooth	0.672271010	2.388071100	500pts smooth
25.744	1	0.590	0.590	1	2.435	2.435	0.549	2.355	10pts smooth	0.672511220	2.388449700	500pts smooth
25.746	0		0.515	0		2.405	0.537	2.419	10pts smooth	0.672734200	2.388817300	500pts smooth
25.748	1	0.440	0.440	1	2.374	2.374	0.526	2.461	10pts smooth	0.672939780	2.389174000	500pts smooth
25.750	1	0.660	0.660	1	2.591	2.591	0.521	2.486	10pts smooth	0.673127710	2.389519200	500pts smooth
25.752	1	0.460	0.460	1	2.478	2.478	0.541	2.493	10pts smooth	0.673297700	2.389852800	500pts smooth
25.754	1	0.560	0.560	1	2.467	2.467	0.568	2.484	10pts smooth	0.673449580	2.390174400	500pts smooth
25.756	0		0.593	0		2.439	0.587	2.446	10pts smooth	0.673583090	2.390483400	500pts smooth
25.758	0		0.627	0		2.411	0.602	2.400	10pts smooth	0.673697950	2.390780000	500pts smooth
25.760	1	0.660	0.660	1	2.383	2.383	0.607	2.363	10pts smooth	0.673794090	2.391063200	500pts smooth
25.762	2	0.500	0.500	2	2.290	2.290	0.608	2.329	10pts smooth	0.673871100	2.391333300	500pts smooth
25.764	1	0.600	0.600	1	2.305	2.305	0.611	2.308	10pts smooth	0.673928860	2.391589600	500pts smooth
25.766	1	0.700	0.700	1	2.310	2.310	0.604	2.292	10pts smooth	0.673967060	2.391832100	500pts smooth
25.768	0		0.580	0		2.287	0.568	2.283	10pts smooth	0.673985540	2.392060000	500pts smooth
25.770	1	0.460	0.460	1	2.264	2.264	0.520	2.273	10pts smooth	0.673984050	2.392273400	500pts smooth
25.772	1	0.500	0.500	1	2.262	2.262	0.453	2.249	10pts smooth	0.673962350	2.392472000	500pts smooth
25.774	1	0.360	0.360	1	2.237	2.237	0.399	2.227	10pts smooth	0.673920150	2.392655100	500pts smooth
25.776	1	0.400	0.400	1	2.195	2.195	0.403	2.221	10pts smooth	0.673857330	2.392822700	500pts smooth
25.778	0		0.415	0		2.217	0.429	2.225	10pts smooth	0.673773590	2.392974100	500pts smooth
25.780	1	0.430	0.430	1	2.240	2.240	0.470	2.253	10pts smooth	0.673668680	2.393109600	500pts smooth
25.782	1	0.650	0.650	1	2.296	2.296	0.517	2.280	10pts smooth	0.673542440	2.393228300	500pts smooth
25.784	1	0.490	0.490	1	2.377	2.377	0.566	2.287	10pts smooth	0.673394620	2.393330100	500pts smooth
25.786	1	0.540	0.540	1	2.180	2.180	0.600	2.291	10pts smooth	0.673224930	2.393414700	500pts smooth
25.788	0		0.625	0		2.275	0.579	2.299	10pts smooth	0.673018340	2.393472200	500pts smooth
25.790	1	0.710	0.710	1	2.370	2.370	0.530	2.306	10pts smooth	0.672760780	2.393493700	500pts smooth
25.792	1	0.360	0.360	1	2.306	2.306	0.497	2.304	10pts smooth	0.672453700	2.393480100	500pts smooth
25.794	1	0.430	0.430	1	2.249	2.249	0.494	2.275	10pts smooth	0.672098460	2.393432400	500pts smooth
25.796	1	0.510	0.510	1	2.255	2.255	0.520	2.236	10pts smooth	0.671696360	2.393351600	500pts smooth
25.798	0		0.640	0		2.213	0.618	2.199	10pts smooth	0.671248850	2.393238800	500pts smooth
25.800	1	0.770	0.770	1	2.170	2.170	0.718	2.179	10pts smooth	0.670757230	2.393095300	500pts smooth
25.802	1	0.850	0.850	1	2.121	2.121	0.753	2.201	10pts smooth	0.670222940	2.392921400	500pts smooth
25.804	1	0.570	0.570	1	2.293	2.293	0.767	2.239	10pts smooth	0.669647280	2.392718800	500pts smooth
25.806	1	0.870	0.870	1	2.334	2.334	0.760	2.294	10pts smooth	0.669031620	2.392488500	500pts smooth
25.808	0		0.770	0		2.332	0.751	2.358	10pts smooth	0.668377340	2.392231000	500pts smooth
25.810	1	0.670	0.670	1	2.330	2.330	0.767	2.421	10pts smooth	0.667685810	2.391947700	500pts smooth
25.812	1	0.840	0.840	1	2.572	2.572	0.779	2.474	10pts smooth	0.666958390	2.391639500	500pts smooth
25.814	1	0.770	0.770	1	2.510	2.510	0.773	2.507	10pts smooth	0.666196470	2.391307600	500pts smooth
25.816	1	0.790	0.790	1	2.514	2.514	0.759	2.519	10pts smooth	0.665401400	2.390952800	500pts smooth
25.818	0		0.715	0		2.475	0.717	2.475	10pts smooth	0.664574560	2.390576100	500pts smooth
25.820	1	0.640	0.640	1	2.436	2.436	0.684	2.425	10pts smooth	0.663717270	2.390178900	500pts smooth
25.822	0		0.685	0		2.393	0.707	2.417	10pts smooth	0.662830950	2.389761900	500pts smooth
25.824	1	0.730	0.730	1	2.349	2.349	0.751	2.426	10pts smooth	0.661916970	2.389326100	500pts smooth
25.826	1	0.880	0.880	1	2.485	2.485	0.775	2.437	10pts smooth	0.660976710	2.388872400	500pts smooth
25.828	0		0.765	0		2.477	0.747	2.450	10pts smooth	0.660011410	2.388402200	500pts smooth
25.830	1	0.650	0.650	1	2.469	2.469	0.714	2.459	10pts smooth	0.659022630	2.387916300	500pts smooth
25.832	1	0.660	0.660	1	2.386	2.386	0.703	2.443	10pts smooth	0.658011560	2.387415900	500pts smooth
25.834	0		0.730	0		2.442	0.706	2.422	10pts smooth	0.656979680	2.386901900	500pts smooth
25.836	1	0.800	0.800	1	2.499	2.499	0.752	2.412	10pts smooth	0.655928310	2.386375200	500pts smooth
25.838	1	0.740	0.740	1	2.295	2.295	0.803	2.413	10pts smooth	0.654858890	2.385836800	500pts smooth
25.840	0		0.825	0		2.414	0.832	2.443	10pts smooth	0.653772650	2.385288000	500pts smooth
25.842	1	0.910	0.910	1	2.534	2.534	0.844	2.468	10pts smooth	0.652671040	2.384729600	500pts smooth
25.844	0		0.830	0		2.502	0.821	2.462	10pts smooth	0.651555480	2.384162700	500pts smooth
25.846	1	0.750	0.750	1	2.469	2.469	0.782	2.446	10pts smooth	0.650427220	2.383588300	500pts smooth
25.848	1	0.740	0.740	1	2.302	2.302	0.728	2.407	10pts smooth	0.649287700	2.383007500	500pts smooth
25.850	0		0.685	0		2.383	0.685	2.368	10pts smooth	0.648138280	2.382421000	500pts smooth
25.852	1	0.630	0.630	1	2.464	2.464	0.699	2.364	10pts smooth	0.646980350	2.381830500	500pts smooth
25.854	1	0.760	0.760	1	2.260	2.260	0.727	2.369	10pts smooth	0.645815190	2.381236300	500pts smooth
25.856	0		0.780	0		2.359	0.749	2.366	10pts smooth	0.644644260	2.380639800	500pts smooth
25.858	1	0.800	0.800	1	2.457	2.457	0.767	2.369	10pts smooth	0.643468860	2.380041800	500pts smooth
25.860	1	0.790	0.790	1	2.274	2.274	0.769	2.389	10pts smooth	0.642290410	2.379443600	500pts smooth
25.862	0		0.730	0		2.413	0.740	2.429	10pts smooth	0.641110240	2.378846200	500pts smooth
25.864	1	0.670	0.670	1	2.553	2.553	0.716	2.469	10pts smooth	0.639929710	2.378250100	500pts smooth
25.866	0		0.720	0		2.513	0.730	2.505	10pts smooth	0.638750260	2.377657200	500pts smooth
25.868	1	0.770	0.770	1	2.473	2.473	0.748	2.530	10pts smooth	0.637573180	2.377067800	500pts smooth
25.870	1	0.790	0.790	1	2.552	2.552	0.758	2.524	10pts smooth	0.636399870	2.376483000	500pts smooth
25.872	0		0.745	0		2.519	0.758	2.509	10pts smooth	0.635231670	2.375904300	500pts smooth
25.874	1	0.700	0.700	1	2.486	2.486	0.718	2.496	10pts smooth	0.634069980	2.375332100	500pts smooth
25.876	1	0.740	0.740	1	2.474	2.474	0.683	2.479	10pts smooth	0.632916150	2.374768000	500pts smooth
25.878	0		0.670	0		2.469	0.700	2.459	10pts smooth	0.631771560	2.374212700	500pts smooth
25.880	1	0.600	0.600	1	2.465	2.465	0.733	2.450	10pts smooth	0.630637590	2.373667200	500pts smooth
25.882	1	0.900	0.900	1	2.398	2.398	0.785	2.482	10pts smooth	0.629515590	2.373132500	500pts smooth
25.884	0		0.865	0		2.517	0.832	2.509	10pts smooth	0.628406880	2.372609900	500pts smooth
25.886	1	0.830	0.830	1	2.636	2.636	0.830	2.496	10pts smooth	0.627312840	2.372100100	500pts smooth
25.888	0		0.785	0		2.458	0.814	2.479	10pts smooth	0.626234950	2.371604400	500pts smooth
25.890	1	0.740	0.740	1	2.280	2.280	0.807	2.455	10pts smooth	0.625174400	2.371123600	500pts smooth
25.892	1	0.870	0.870	1	2.542	2.542	0.795	2.430	10pts smooth	0.624132750	2.370658600	500pts smooth
25.894	0		0.790	0		2.475	0.764	2.435	10pts smooth	0.623111190	2.370210900	500pts smooth
25.896	1	0.710	0.710	1	2.408	2.408	0.727	2.447	10pts smooth	0.622111200	2.369781300	500pts smooth
25.898	1	0.650	0.650	1	2.419	2.419	0.687	2.445	10pts smooth	0.621134100	2.369370500	500pts smooth
25.900	0		0.655	0		2.446	0.657	2.446	10pts smooth	0.620181260	2.368979900	500pts smooth
25.902	1	0.660	0.660	1	2.473	2.473	0.666	2.469	10pts smooth	0.619254050	2.368610400	500pts smooth
25.904	0		0.700	0		2.504	0.681	2.486	10pts smooth	0.618353900	2.368263000	500pts smooth
25.906	1	0.740	0.740	1	2.535	2.535	0.681	2.469	10pts smooth	0.617482070	2.367938800	500pts smooth
25.908	1	0.600	0.600	1	2.361	2.361	0.681	2.450	10pts smooth	0.616639970	2.367638600	500pts smooth
25.910	0		0.670	0		2.425	0.686	2.444	10pts smooth	0.615828990	2.367363700	500pts smooth
25.912	1	0.740	0.740	1	2.489	2.489	0.688	2.443	10pts smooth	0.615050490	2.367115000	500pts smooth
25.914	0		0.695	0		2.461	0.683	2.455	10pts smooth	0.614305790	2.366893800	500pts smooth
25.916	1	0.650	0.650	1	2.432	2.432	0.669	2.460	10pts smooth	0.613596320	2.366700400	500pts smooth
25.918	1	0.640	0.640	1	2.474	2.474	0.627	2.432	10pts smooth	0.612923440	2.366536600	500pts smooth
25.920	0		0.595	0		2.396	0.590	2.404	10pts smooth	0.612288480	2.366402900	500pts smooth
25.922	1	0.550	0.550	1	2.319	2.319	0.591	2.390	10pts smooth	0.611658750	2.366271700	500pts smooth
25.924	0		0.605	0		2.413	0.611	2.373	10pts smooth	0.611001310	2.366114900	500pts smooth
25.926	1	0.660	0.660	1	2.508	2.508	0.649	2.351	10pts smooth	0.610316930	2.365933400	500pts smooth
25.928	1	0.710	0.710	1	2.183	2.183	0.718	2.312	10pts smooth	0.609606620	2.365728100	500pts smooth
25.930	0		0.780	0		2.250	0.789	2.279	10pts smooth	0.608871160	2.365500000	500pts smooth
25.932	1	0.850	0.850	1	2.316	2.316	0.843	2.287	10pts smooth	0.608111440	2.365249900	500pts smooth
25.934	0		0.890	0		2.321	0.875	2.314	10pts smooth	0.607328410	2.364979000	500pts smooth
25.936	1	0.930	0.930	1	2.327	2.327	0.858	2.341	10pts smooth	0.606522920	2.364687900	500pts smooth
25.938	1	0.740	0.740	1	2.408	2.408	0.825	2.370	10pts smooth	0.605695840	2.364377700	500pts smooth
25.940	0		0.770	0		2.405	0.792	2.418	10pts smooth	0.604848030	2.364049400	500pts smooth
25.942	1	0.800	0.800	1	2.402	2.402	0.755	2.468	10pts smooth	0.603980420	2.363704000	500pts smooth
25.944	0		0.740	0		2.520	0.711	2.507	10pts smooth	0.603093920	2.363342000	500pts smooth
25.946	1	0.680	0.680	1	2.637	2.637	0.677	2.528	10pts smooth	0.602189300	2.362964600	500pts smooth
25.948	1	0.600	0.600	1	2.471	2.471	0.677	2.499	10pts smooth	0.601267580	2.362572900	500pts smooth
25.950	0		0.675	0		2.426	0.693	2.459	10pts smooth	0.600329520	2.362167600	500pts smooth
25.952	1	0.750	0.750	1	2.380	2.380	0.735	2.432	10pts smooth	0.599376080	2.361749400	500pts smooth
25.954	1	0.860	0.860	1	2.472	2.472	0.770	2.414	10pts smooth	0.598408100	2.361319800	500pts smooth
25.956	0		0.750	0		2.435	0.753	2.412	10pts smooth	0.597426470	2.360879400	500pts smooth
25.958	1	0.640	0.640	1	2.398	2.398	0.718	2.423	10pts smooth	0.596432150	2.360429300	500pts smooth
25.960	1	0.670	0.670	1	2.387	2.387	0.672	2.455	10pts smooth	0.595425900	2.359970100	500pts smooth
25.962	1	0.710	0.710	1	2.557	2.557	0.624	2.497	10pts smooth	0.594408690	2.359503000	500pts smooth
25.964	1	0.570	0.570	1	2.534	2.534	0.586	2.556	10pts smooth	0.593381400	2.359028800	500pts smooth
25.966	1	0.500	0.500	1	2.618	2.618	0.565	2.601	10pts smooth	0.592344820	2.358548600	500pts smooth
25.968	1	0.560	0.560	1	2.616	2.616	0.586	2.585	10pts smooth	0.591299950	2.358063000	500pts smooth
25.970	0		0.655	0		2.552	0.622	2.548	10pts smooth	0.590247630	2.357573300	500pts smooth
25.972	1	0.750	0.750	1	2.488	2.488	0.667	2.505	10pts smooth	0.589188690	2.357080200	500pts smooth
25.974	1	0.600	0.600	1	2.427	2.427	0.706	2.464	10pts smooth	0.588124100	2.356584800	500pts smooth
25.976	1	0.750	0.750	1	2.442	2.442	0.713	2.454	10pts smooth	0.587054670	2.356087700	500pts smooth
25.978	1	0.760	0.760	1	2.517	2.517	0.712	2.449	10pts smooth	0.585981310	2.355590300	500pts smooth
25.980	1	0.610	0.610	1	2.376	2.376	0.719	2.428	10pts smooth	0.584904970	2.355093200	500pts smooth
25.982	1	0.800	0.800	1	2.453	2.453	0.715	2.401	10pts smooth	0.583826420	2.354597300	500pts smooth
25.984	1	0.670	0.670	1	2.346	2.346	0.674	2.358	10pts smooth	0.582746570	2.354103800	500pts smooth
25.986	0		0.640	0		2.313	0.626	2.329	10pts smooth	0.581666350	2.353613400	500pts smooth
25.988	1	0.610	0.610	1	2.279	2.279	0.597	2.347	10pts smooth	0.580586610	2.353127000	500pts smooth
25.990	1	0.400	0.400	1	2.389	2.389	0.577	2.383	10pts smooth	0.579508300	2.352645600	500pts smooth
25.992	1	0.670	0.670	1	2.528	2.528	0.565	2.402	10pts smooth	0.578432200	2.352170200	500pts smooth
25.994	1	0.620	0.620	1	2.259	2.259	0.570	2.378	10pts smooth	0.577359200	2.351701700	500pts smooth
25.996	1	0.510	0.510	1	2.437	2.437	0.570	2.337	10pts smooth	0.576290250	2.351241100	500pts smooth
25.998	1	0.540	0.540	1	2.232	2.232	0.534	2.292	10pts smooth	0.575226250	2.350789100	500pts smooth
26.000	0		0.498	0		2.240	0.489	2.254	10pts smooth	0.574167970	2.350346800	500pts smooth
26.002	0		0.456	0		2.247	0.437	2.240	10pts smooth	0.573116360	2.349915300	500pts smooth
26.004	0		0.414	0		2.255	0.399	2.241	10pts smooth	0.572072330	2.349494900	500pts smooth
26.006	0		0.372	0		2.262	0.410	2.273	10pts smooth	0.571036760	2.349087200	500pts smooth
26.008	1	0.330	0.330	1	2.270	2.270	0.443	2.311	10pts smooth	0.570010420	2.348692900	500pts smooth
26.010	1	0.660	0.660	1	2.398	2.398	0.508	2.341	10pts smooth	0.568994340	2.348312900	500pts smooth
26.012	1	0.520	0.520	1	2.364	2.364	0.568	2.362	10pts smooth	0.567989350	2.347948100	500pts smooth
26.014	1	0.620	0.620	1	2.347	2.347	0.562	2.349	10pts smooth	0.566996280	2.347599300	500pts smooth
26.016	0		0.540	0		2.324	0.547	2.327	10pts smooth	0.566016140	2.347267600	500pts smooth
26.018	1	0.460	0.460	1	2.301	2.301	0.568	2.313	10pts smooth	0.565049650	2.346954100	500pts smooth
26.020	1	0.620	0.620	1	2.280	2.280	0.592	2.301	10pts smooth	0.564097820	2.346659400	500pts smooth
26.022	1	0.690	0.690	1	2.364	2.364	0.611	2.309	10pts smooth	0.563161430	2.346384800	500pts smooth
26.024	1	0.610	0.610	1	2.211	2.211	0.624	2.308	10pts smooth	0.562241490	2.346130800	500pts smooth
26.026	1	0.590	0.590	1	2.399	2.399	0.608	2.262	10pts smooth	0.561338780	2.345898400	500pts smooth
26.028	1	0.530	0.530	1	2.204	2.204	0.585	2.215	10pts smooth	0.560454190	2.345688800	500pts smooth
26.030	1	0.620	0.620	1	2.106	2.106	0.572	2.190	10pts smooth	0.559588670	2.345502900	500pts smooth
26.032	0		0.580	0		2.181	0.556	2.187	10pts smooth	0.558743060	2.345341400	500pts smooth
26.034	1	0.540	0.540	1	2.256	2.256	0.521	2.262	10pts smooth	0.557918190	2.345205300	500pts smooth
26.036	1	0.410	0.410	1	2.352	2.352	0.488	2.344	10pts smooth	0.557115020	2.345095600	500pts smooth
26.038	1	0.500	0.500	1	2.439	2.439	0.475	2.369	10pts smooth	0.556334440	2.345013400	500pts smooth
26.040	1	0.470	0.470	1	2.388	2.388	0.469	2.376	10pts smooth	0.555577280	2.344959300	500pts smooth
26.042	1	0.520	0.520	1	2.292	2.292	0.475	2.375	10pts smooth	0.554844440	2.344934200	500pts smooth
26.044	1	0.410	0.410	1	2.341	2.341	0.477	2.361	10pts smooth	0.554136870	2.344939200	500pts smooth
26.046	0		0.465	0		2.363	0.448	2.334	10pts smooth	0.553455290	2.344975200	500pts smooth
26.048	1	0.520	0.520	1	2.384	2.384	0.418	2.286	10pts smooth	0.552800770	2.345043400	500pts smooth
26.050	1	0.280	0.280	1	2.184	2.184	0.401	2.151	10pts smooth	0.552174030	2.345144300	500pts smooth
26.052	1	0.410	0.410	1	1.955	1.955	0.397	2.038	10pts smooth	0.551576080	2.345279000	500pts smooth
26.054	0		0.435	0		1.999	0.422	2.091	10pts smooth	0.550989570	2.345429400	500pts smooth
26.056	1	0.460	0.460	1	2.042	2.042	0.460	2.226	10pts smooth	0.550396620	2.345577000	500pts smooth
26.058	1	0.610	0.610	1	2.480	2.480	0.496	2.344	10pts smooth	0.549797480	2.345722200	500pts smooth
26.060	1	0.400	0.400	1	2.572	2.572	0.525	2.405	10pts smooth	0.549192370	2.345865000	500pts smooth
26.062	0		0.530	0		2.390	0.552	2.427	10pts smooth	0.548581360	2.346005900	500pts smooth
26.064	1	0.660	0.660	1	2.207	2.207	0.584	2.374	10pts smooth	0.547964750	2.346144900	500pts smooth
26.066	1	0.600	0.600	1	2.372	2.372	0.607	2.298	10pts smooth	0.547342600	2.346282200	500pts smooth
26.068	0		0.585	0		2.319	0.592	2.258	10pts smooth	0.546715140	2.346418100	500pts smooth
26.070	1	0.570	0.570	1	2.266	2.266	0.564	2.239	10pts smooth	0.546082620	2.346553100	500pts smooth
26.072	1	0.510	0.510	1	1.993	1.993	0.547	2.262	10pts smooth	0.545445080	2.346687100	500pts smooth
26.074	1	0.540	0.540	1	2.457	2.457	0.523	2.282	10pts smooth	0.544802780	2.346820600	500pts smooth
26.076	0		0.495	0		2.362	0.473	2.274	10pts smooth	0.544155900	2.346953400	500pts smooth
26.078	1	0.450	0.450	1	2.268	2.268	0.418	2.256	10pts smooth	0.543504540	2.347086200	500pts smooth
26.080	1	0.330	0.330	1	2.065	2.065	0.357	2.190	10pts smooth	0.542849000	2.347219000	500pts smooth
26.082	1	0.270	0.270	1	2.151	2.151	0.313	2.137	10pts smooth	0.542189360	2.347352000	500pts smooth
26.084	0		0.325	0		2.197	0.330	2.180	10pts smooth	0.541525900	2.347485500	500pts smooth
26.086	1	0.380	0.380	1	2.243	2.243	0.369	2.253	10pts smooth	0.540858690	2.347620000	500pts smooth
26.088	1	0.430	0.430	1	2.327	2.327	0.407	2.330	10pts smooth	0.540187900	2.347755200	500pts smooth
26.090	0		0.460	0		2.423	0.443	2.410	10pts smooth	0.539513830	2.347891800	500pts smooth
26.092	1	0.490	0.490	1	2.520	2.520	0.452	2.453	10pts smooth	0.538836540	2.348029600	500pts smooth
26.094	1	0.440	0.440	1	2.472	2.472	0.402	2.419	10pts smooth	0.538156270	2.348169300	500pts smooth
26.096	1	0.300	0.300	1	2.300	2.300	0.362	2.382	10pts smooth	0.537473200	2.348310700	500pts smooth
26.098	0		0.340	0		2.355	0.394	2.409	10pts smooth	0.536787450	2.348454500	500pts smooth
26.100	1	0.380	0.380	1	2.410	2.410	0.442	2.453	10pts smooth	0.536099260	2.348600600	500pts smooth
26.102	1	0.710	0.710	1	2.616	2.616	0.497	2.525	10pts smooth	0.535408790	2.348749200	500pts smooth
